Q-Value
-2.104376256465911865e-02
-2.105058729648590088e-02
-2.034026943147182465e-02
-2.072327211499214172e-02
-2.039778605103492737e-02
-1.824197173118591309e-02
-1.074966602027416229e-02
-5.591302178800106049e-04
-9.293231414631009102e-04
-1.314959395676851273e-02
-4.341952130198478699e-02
-5.907781049609184265e-02
-3.350380063056945801e-02
1.764596849679946899e-01
5.099342465400695801e-01
5.908809900283813477e-01
7.554680109024047852e-01
6.885488033294677734e-01
3.527897000312805176e-01
6.464965939521789551e-01
1.617616862058639526e-01
-4.104436635971069336e-01
2.419333904981613159e-01
-1.389037072658538818e-02
-6.642339825630187988e-01
-3.033028841018676758e-01
1.806404232978820801e+00
6.615133285522460938e-01
-6.658347845077514648e-01
-1.562570095062255859e+00
-9.025579094886779785e-01
-6.693755090236663818e-02
1.700063228607177734e+00
1.640411734580993652e+00
4.867988172918558121e-04
-1.445730090141296387e+00
-9.969278573989868164e-01
8.405242562294006348e-01
1.458131432533264160e+00
4.753698110580444336e-01
-6.766876578330993652e-01
-1.814264893531799316e+00
-5.601955056190490723e-01
8.855876326560974121e-01
1.642064809799194336e+00
9.166677594184875488e-01
2.222881466150283813e-01
-4.540029466152191162e-01
-5.171834826469421387e-01
-1.129447817802429199e-01
3.592962920665740967e-01
3.396938741207122803e-01
3.210641145706176758e-01
-8.490873873233795166e-02
-5.498213768005371094e-01
-2.044429063796997070e+00
-3.656149148941040039e+00
-4.840839862823486328e+00
-3.745595216751098633e+00
5.329733490943908691e-01
2.620643615722656250e+00
1.647278428077697754e+00
-7.585009336471557617e-01
-2.461068153381347656e+00
-2.946070194244384766e+00
-2.728976011276245117e+00
-2.815766096115112305e+00
-2.952646970748901367e+00
-3.138658046722412109e+00
-3.488933324813842773e+00
-3.360743522644042969e+00
-2.065447330474853516e+00
-1.773798018693923950e-01
7.620333433151245117e-01
7.546977996826171875e-01
1.504787802696228027e-01
-8.527985215187072754e-01
-1.762023925781250000e+00
-2.162632465362548828e+00
-2.422603130340576172e+00
-2.187922954559326172e+00
-1.863056182861328125e+00
-1.428891658782958984e+00
-1.133438587188720703e+00
-1.156627655029296875e+00
-1.147033691406250000e+00
-1.333972096443176270e+00
-1.673515796661376953e+00
-1.795726180076599121e+00
-1.852082490921020508e+00
-1.886345028877258301e+00
-1.912459254264831543e+00
-2.063145160675048828e+00
-2.343137264251708984e+00
-2.384029388427734375e+00
-2.538273811340332031e+00
-2.254837274551391602e+00
-1.738493680953979492e+00
-1.198123335838317871e+00
-8.033156991004943848e-01
-6.150004863739013672e-01
-5.395778417587280273e-01
-7.635762691497802734e-01
-1.038349270820617676e+00
-1.264040827751159668e+00
-2.892083168029785156e+00
-6.136848449707031250e+00
-8.355509757995605469e+00
-7.759603023529052734e+00
-4.455779552459716797e+00
-1.328971385955810547e+00
4.657298028469085693e-01
1.021676063537597656e+00
5.473312735557556152e-01
-3.780940473079681396e-01
-1.499060392379760742e+00
-3.074259757995605469e+00
-4.170607089996337891e+00
-4.757076263427734375e+00
-4.859452247619628906e+00
-4.527397632598876953e+00
-4.040489673614501953e+00
-3.990327835083007812e+00
-3.723629713058471680e+00
-3.746943712234497070e+00
-3.815613746643066406e+00
-3.639397144317626953e+00
-3.606120109558105469e+00
-3.231153488159179688e+00
-2.823687076568603516e+00
-2.347772359848022461e+00
-2.260388851165771484e+00
-2.278418302536010742e+00
-2.128252029418945312e+00
-2.216625452041625977e+00
-2.562461376190185547e+00
-2.779006004333496094e+00
-3.098834753036499023e+00
-3.163497686386108398e+00
-3.392417907714843750e+00
-3.224154949188232422e+00
-3.199175357818603516e+00
-3.027838706970214844e+00
-3.105774641036987305e+00
-2.995033264160156250e+00
-3.186315536499023438e+00
-3.199007749557495117e+00
-3.276585578918457031e+00
-3.122076272964477539e+00
-3.256937742233276367e+00
-3.077721118927001953e+00
-3.133702039718627930e+00
-3.017352819442749023e+00
-3.108147621154785156e+00
-2.939308881759643555e+00
-4.110055923461914062e+00
-5.911043167114257812e+00
-7.780698776245117188e+00
-8.310213088989257812e+00
-7.309083938598632812e+00
-5.245774269104003906e+00
