Loss
1.571328735351562500e+02
7.910214233398437500e+01
2.154945831298828125e+02
9.836731719970703125e+01
1.563085632324218750e+02
1.170219192504882812e+02
9.709347534179687500e+01
3.972386169433593750e+01
3.909425354003906250e+01
7.494180297851562500e+01
1.263705749511718750e+02
8.809105682373046875e+01
1.003476715087890625e+02
2.542331314086914062e+01
3.853092956542968750e+01
5.002984619140625000e+01
5.112010192871093750e+01
7.614883422851562500e+01
8.717749023437500000e+01
1.418111724853515625e+02
4.893360900878906250e+01
4.871126556396484375e+01
6.545552825927734375e+01
4.136353302001953125e+01
2.290244674682617188e+01
4.168435287475585938e+01
5.287014007568359375e+01
4.280492401123046875e+01
1.662493705749511719e+01
4.385762405395507812e+01
5.957524871826171875e+01
2.412922477722167969e+01
2.656561088562011719e+01
2.029846572875976562e+01
9.951574325561523438e+00
7.977553367614746094e+00
9.450366973876953125e+00
8.842734336853027344e+00
6.069396018981933594e+00
5.605738162994384766e+00
6.358769416809082031e+00
7.440265655517578125e+00
3.376446723937988281e+00
2.883688449859619141e+00
4.864589691162109375e+00
1.926400303840637207e+00
1.764258503913879395e+00
1.998459577560424805e+00
2.234113216400146484e+00
2.535109996795654297e+00
1.952136535644531250e+02
1.292326660156250000e+02
1.251252059936523438e+02
4.613199615478515625e+01
5.633959197998046875e+01
4.633129882812500000e+01
4.329660034179687500e+01
7.065979003906250000e+01
3.859997558593750000e+01
4.553879547119140625e+01
2.647915077209472656e+01
2.979337501525878906e+01
1.835666084289550781e+01
2.292826652526855469e+01
1.749277114868164062e+01
1.471642303466796875e+01
1.994212532043457031e+01
2.693651199340820312e+01
1.777858734130859375e+01
1.752703285217285156e+01
8.215772628784179688e+00
6.758297920227050781e+00
8.965280532836914062e+00
6.123949050903320312e+00
4.001940727233886719e+00
4.576807022094726562e+00
1.753994345664978027e+00
1.389954090118408203e+00
2.698127508163452148e+00
5.915641784667968750e+00
5.352113723754882812e+00
3.720587968826293945e+00
2.738821506500244141e+00
2.185113430023193359e+00
2.510456562042236328e+00
3.817759275436401367e+00
3.914271831512451172e+00
1.926587343215942383e+00
1.168061733245849609e+00
1.056705594062805176e+00
1.378009080886840820e+00
2.806438207626342773e+00
2.738501071929931641e+00
2.081285238265991211e+00
8.122435212135314941e-01
6.271203160285949707e-01
1.549966812133789062e+00
2.983568668365478516e+00
1.199317932128906250e+00
9.004424214363098145e-01
2.316668243408203125e+02
1.748292236328125000e+02
1.668327941894531250e+02
1.105668640136718750e+02
1.520955200195312500e+02
1.001834564208984375e+02
3.921878051757812500e+01
3.827910232543945312e+01
3.497629928588867188e+01
3.582112121582031250e+01
2.968303108215332031e+01
2.461186981201171875e+01
2.119674301147460938e+01
2.754410743713378906e+01
3.677631759643554688e+01
5.219513320922851562e+01
