Q-Value
7.495134486816823483e-04
8.014877093955874443e-04
7.829834939911961555e-04
7.876604213379323483e-04
5.745182861573994160e-04
-1.027147844433784485e-02
-1.151415985077619553e-02
-3.352502360939979553e-02
-6.239188835024833679e-02
-1.181180030107498169e-01
-2.077018022537231445e-01
-3.541342020034790039e-01
-3.601706624031066895e-01
-1.971656531095504761e-01
-2.942557446658611298e-02
-9.313223510980606079e-02
-1.696299612522125244e-01
-3.011973500251770020e-01
6.041290760040283203e-01
1.682751893997192383e+00
1.610793948173522949e+00
1.047851204872131348e+00
2.362260669469833374e-01
-8.465879559516906738e-01
-2.165529727935791016e+00
-2.158009767532348633e+00
-9.758345484733581543e-01
1.402945518493652344e-01
1.145407080650329590e+00
1.495173335075378418e+00
1.410321354866027832e+00
6.357885599136352539e-01
-2.286821901798248291e-01
-7.632045745849609375e-01
-9.920341372489929199e-01
-3.326699733734130859e-01
7.828272581100463867e-01
1.224522352218627930e+00
7.435557842254638672e-01
-1.734561920166015625e-01
-5.143450498580932617e-01
-1.128286570310592651e-01
4.135010242462158203e-01
7.705911397933959961e-01
8.027002811431884766e-01
3.883913159370422363e-01
-1.442534923553466797e-01
-4.153410792350769043e-01
-4.280941784381866455e-01
-6.543233245611190796e-02
2.429862469434738159e-01
5.647538900375366211e-01
5.935660600662231445e-01
3.894720673561096191e-01
-4.699053615331649780e-02
-7.933771610260009766e-01
-2.263572692871093750e+00
-4.586125850677490234e+00
-5.223591327667236328e+00
-3.371243715286254883e+00
5.173179507255554199e-01
3.097125768661499023e+00
3.343108177185058594e+00
2.542398929595947266e+00
1.322759985923767090e+00
2.276754081249237061e-01
-7.939393520355224609e-01
-1.722263097763061523e+00
-2.409337043762207031e+00
-3.274312019348144531e+00
-3.992996692657470703e+00
-4.058876514434814453e+00
-3.788386821746826172e+00
-3.555410861968994141e+00
-3.086273193359375000e+00
-2.544009685516357422e+00
-2.263714075088500977e+00
-1.801612496376037598e+00
-1.863701581954956055e+00
-1.501015901565551758e+00
-1.420757055282592773e+00
-1.210324883460998535e+00
-1.186166763305664062e+00
-1.203492879867553711e+00
-8.200499415397644043e-01
-7.607832551002502441e-01
-5.882802605628967285e-01
-5.431523919105529785e-01
-3.966788947582244873e-01
-5.079562664031982422e-01
-5.610383152961730957e-01
-5.290693640708923340e-01
-9.108852148056030273e-01
-1.040094375610351562e+00
-1.146037936210632324e+00
-1.260500431060791016e+00
-1.108770608901977539e+00
-1.195471763610839844e+00
-1.171638011932373047e+00
-9.503903388977050781e-01
-9.420541524887084961e-01
-8.850641250610351562e-01
-7.375137805938720703e-01
-8.289866447448730469e-01
-9.120356440544128418e-01
-9.267767071723937988e-01
-1.736894369125366211e+00
-2.542292594909667969e+00
-3.404110670089721680e+00
-3.688096523284912109e+00
-2.392091512680053711e+00
-2.017687320709228516e+00
-1.520205855369567871e+00
-1.441315889358520508e+00
-1.730776667594909668e+00
-1.781316757202148438e+00
-2.038967609405517578e+00
-2.486446142196655273e+00
-2.820615530014038086e+00
-2.990972280502319336e+00
-2.591401100158691406e+00
-2.235623598098754883e+00
-1.914662241935729980e+00
-1.917098522186279297e+00
-1.781632542610168457e+00
-1.929343342781066895e+00
-2.286843299865722656e+00
-2.513827085494995117e+00
-2.809725284576416016e+00
-2.694447755813598633e+00
-2.741959095001220703e+00
-2.554895162582397461e+00
-2.137285232543945312e+00
-1.977566003799438477e+00
-1.548953771591186523e+00
-1.865099668502807617e+00
-1.972931861877441406e+00
-2.412399291992187500e+00
-2.521694660186767578e+00
-2.834742069244384766e+00
-2.559454679489135742e+00
-2.684624195098876953e+00
-2.264690160751342773e+00
-2.119330644607543945e+00
-2.188244104385375977e+00
-2.005501508712768555e+00
