Loss
9.869039916992187500e+01
5.958188629150390625e+01
7.907517242431640625e+01
1.179469299316406250e+02
9.844931030273437500e+01
1.557088623046875000e+02
7.835006713867187500e+01
5.853834533691406250e+01
1.031314611434936523e+00
3.879886245727539062e+01
9.346357727050781250e+01
1.886547851562500000e+01
5.424715423583984375e+01
6.945603942871093750e+01
3.633634567260742188e+01
1.091261749267578125e+02
7.390659332275390625e+01
4.751023864746093750e+01
9.069374084472656250e+01
5.226840209960937500e+01
9.356035614013671875e+01
3.747845077514648438e+01
4.470570373535156250e+01
3.895134735107421875e+01
4.217813110351562500e+01
5.432299041748046875e+01
4.952374649047851562e+01
3.257592391967773438e+01
3.998892974853515625e+01
2.830488586425781250e+01
1.675532913208007812e+01
2.996631431579589844e+01
2.652515792846679688e+01
1.657352828979492188e+01
1.982937622070312500e+01
1.427831745147705078e+01
1.629865455627441406e+01
1.542048263549804688e+01
9.186981201171875000e+00
5.168422698974609375e+00
1.114054775238037109e+01
4.783780097961425781e+00
3.772361516952514648e+00
4.765375614166259766e+00
5.006928443908691406e+00
2.914678096771240234e+00
2.668922185897827148e+00
2.482695817947387695e+00
3.247753381729125977e+00
2.029147386550903320e+00
1.947637939453125000e+02
7.536967468261718750e+01
9.137486267089843750e+01
8.033612060546875000e+01
4.042209625244140625e+01
3.728249359130859375e+01
5.200271224975585938e+01
4.080769348144531250e+01
3.328495788574218750e+01
1.425592613220214844e+01
1.041576385498046875e+01
2.552837181091308594e+01
2.309424018859863281e+01
1.568206596374511719e+01
1.897494125366210938e+01
8.429667472839355469e+00
9.451899528503417969e+00
1.075141143798828125e+01
7.762841224670410156e+00
8.568643569946289062e+00
9.442329406738281250e+00
5.103337287902832031e+00
3.085050582885742188e+00
3.840911865234375000e+00
4.454563140869140625e+00
6.527398109436035156e+00
3.845583915710449219e+00
2.044760465621948242e+00
3.136642932891845703e+00
2.625061511993408203e+00
3.030436038970947266e+00
2.896980047225952148e+00
3.451632022857666016e+00
3.198557376861572266e+00
2.111946582794189453e+00
1.401590585708618164e+00
1.950584411621093750e+00
3.510382175445556641e+00
4.997421264648437500e+00
2.534579277038574219e+00
2.284919261932373047e+00
2.105329990386962891e+00
4.821439266204833984e+00
1.419470310211181641e+00
1.134986877441406250e+00
1.692282199859619141e+00
3.150218248367309570e+00
3.093303203582763672e+00
1.423815727233886719e+00
6.655651330947875977e-01
3.363887329101562500e+02
2.204498138427734375e+02
8.176823425292968750e+01
1.051342163085937500e+02
1.129632110595703125e+02
4.428769683837890625e+01
2.589800453186035156e+01
5.734846496582031250e+01
7.715189361572265625e+01
5.853400421142578125e+01
3.156016540527343750e+01
2.403249359130859375e+01
2.206017303466796875e+01
3.181254577636718750e+01
1.601556205749511719e+01
1.072188758850097656e+01
5.835978984832763672e+00
8.539144515991210938e+00
1.243277740478515625e+01
1.124753665924072266e+01
9.762194633483886719e+00
7.163383960723876953e+00
6.200778961181640625e+00
6.205643177032470703e+00
8.263815879821777344e+00
3.827199697494506836e+00
2.647881984710693359e+00
4.646471023559570312e+00
3.767640113830566406e+00
2.125547409057617188e+00
2.994059324264526367e+00
1.941537261009216309e+00
3.049223423004150391e+00
3.562884092330932617e+00
3.292731761932373047e+00
2.401857376098632812e+00
2.712686061859130859e+00
2.053074121475219727e+00
1.237865805625915527e+00
1.779773712158203125e+00
8.910426497459411621e-01
8.512787818908691406e-01
6.674019098281860352e-01
9.316789507865905762e-01
8.477166295051574707e-01
8.889647722244262695e-01
4.511452615261077881e-01
6.165636777877807617e-01
6.283224821090698242e-01
5.308883190155029297e-01
4.184616699218750000e+02
1.822390289306640625e+02
1.159829406738281250e+02
1.345411224365234375e+02
1.390223999023437500e+02
6.832151794433593750e+01
9.942367553710937500e+00
3.313473510742187500e+01
6.761715698242187500e+01
9.669546508789062500e+01
7.424389648437500000e+01
5.015326690673828125e+01
4.068981170654296875e+01
5.761195373535156250e+01
2.834152603149414062e+01
1.429461956024169922e+01
4.904111862182617188e+00
6.671696662902832031e+00
1.913629341125488281e+01
2.369795608520507812e+01
1.404001235961914062e+01
1.403014564514160156e+01
1.045776367187500000e+01
2.108274078369140625e+01
1.158894157409667969e+01
1.168656349182128906e+01
3.531615257263183594e+00
3.752662658691406250e+00
3.454036235809326172e+00
5.439309120178222656e+00
5.551465988159179688e+00
3.030607938766479492e+00
1.545428037643432617e+00
2.954224824905395508e+00
5.558948993682861328e+00
2.971700429916381836e+00
1.666357755661010742e+00
2.749014854431152344e+00
3.887947559356689453e+00
4.000890254974365234e+00
2.231321811676025391e+00
1.252586603164672852e+00
1.193447232246398926e+00
1.919477581977844238e+00
1.771948099136352539e+00
3.058568716049194336e+00
8.584434986114501953e-01
1.100439548492431641e+00
3.055123329162597656e+00
1.749714612960815430e+00
2.225174560546875000e+02
1.823770751953125000e+02
1.389292602539062500e+02
7.101493835449218750e+01
1.734910888671875000e+02
1.673627014160156250e+02
1.743448257446289062e+01
6.542747497558593750e+01
1.628019256591796875e+02
1.601318817138671875e+02
6.238180541992187500e+01
5.719924163818359375e+01
7.370426177978515625e+01
9.781932067871093750e+01
4.250991821289062500e+01
7.264799118041992188e+00
1.227662944793701172e+01
4.565517807006835938e+01
3.941126632690429688e+01
2.752126312255859375e+01
1.470879554748535156e+01
2.421672821044921875e+01
3.300452804565429688e+01
2.065909576416015625e+01
7.441951751708984375e+00
8.310107231140136719e+00
1.323266029357910156e+01
1.394774246215820312e+01
3.990435123443603516e+00
3.048523902893066406e+00
3.718669891357421875e+00
7.111279964447021484e+00
4.796062469482421875e+00
6.851835727691650391e+00
5.659420013427734375e+00
4.517533779144287109e+00
5.988500595092773438e+00
4.866342544555664062e+00
4.030920982360839844e+00
2.650397777557373047e+00
2.570944309234619141e+00
3.058056831359863281e+00
2.617642879486083984e+00
4.361008644104003906e+00
2.260992050170898438e+00
1.516300201416015625e+00
2.916916131973266602e+00
2.477721214294433594e+00
1.627119302749633789e+00
1.174860239028930664e+00
2.733898315429687500e+02
1.732693176269531250e+02
6.508411407470703125e+01
1.430908813476562500e+02
1.162161331176757812e+02
6.789672851562500000e+01
2.360702323913574219e+01
3.140372657775878906e+01
7.159384155273437500e+01
5.475573730468750000e+01
4.743255996704101562e+01
4.658218383789062500e+01
9.110648345947265625e+01
6.817030334472656250e+01
2.066173934936523438e+01
3.807660675048828125e+01
3.904016494750976562e+01
2.306021499633789062e+01
8.298185348510742188e+00
1.535354042053222656e+01
3.142663574218750000e+01
2.244625091552734375e+01
1.336151027679443359e+01
9.856170654296875000e+00
1.100732040405273438e+01
2.177731513977050781e+01
1.013946342468261719e+01
5.518122673034667969e+00
6.117775440216064453e+00
8.750146865844726562e+00
6.074717521667480469e+00
5.726891517639160156e+00
7.951549530029296875e+00
1.016164970397949219e+01
7.604191303253173828e+00
3.421518802642822266e+00
5.721830368041992188e+00
1.012303543090820312e+01
6.330574035644531250e+00
2.121878385543823242e+00
3.123837947845458984e+00
1.743935227394104004e+00
2.781629085540771484e+00
7.460585832595825195e-01
8.594107627868652344e-01
3.502830982208251953e+00
2.976437807083129883e+00
1.689394831657409668e+00
2.039130449295043945e+00
2.374474906921386719e+01
